X,Y,Y'
97.8,-3783.98,-2071.48
97.9,-3991.13,-516.356
98,-4042.77,1090.52
98.1,-3933.71,2685.92
98.2,-3665.12,4205.79
98.3,-3244.54,5587.82
98.4,-2685.76,6773.98
98.5,-2008.36,7712.9
98.6,-1237.07,8362.09
98.7,-400.863,8689.78
98.8,468.114,8676.43
98.9,1335.76,8315.75
99,2167.33,7615.24
99.1,2928.86,6596.1
99.2,3588.47,5292.73
99.3,4117.74,3751.59
99.4,4492.9,2029.57
99.5,4695.86,191.914
99.6,4715.05,-1690.17
99.7,4546.03,-3542.28
99.8,4191.8,-5289.75
99.9,3662.83,-6860.57
100,2976.77,-8188.39
100.1,2157.93,-9215.23
100.2,1236.41,-9894
100.3,247.007,-10190.6
100.4,-772.051,-10085.5
100.5,-1780.6,-9574.85
100.6,-2738.08,-8671.01
100.7,-3605.18,-7402.26
100.8,-4345.41,-5812.04
100.9,-4926.61,-3957.53
101,-5322.37,-1907.64
101.1,-5513.13,259.563
101.2,-5487.17,2459.72
101.3,-5241.2,4605.5
101.4,-4780.65,6609.97
101.5,-4119.65,8390.13
101.6,-3280.64,9870.29
101.7,-2293.61,10985.2
101.8,-1195.09,11683.1
101.9,-26.7801,11927.6
102,1165.98,11699.8
102.1,2335.96,10999.5
102.2,3435.91,9845.26
102.3,4420.44,8274.09
102.4,5247.84,6340.53
102.5,5881.9,4114.68
102.6,6293.37,1679.73
102.7,6461.34,-871.111
102.8,6374.23,-3438.12
102.9,6030.41,-5918.95
103,5438.52,-8212.64
103.1,4617.26,-10223.7
103.2,3594.89,-11866
103.3,2408.28,-13066.6
103.4,1101.63,-13768.4
103.5,-275.215,-13933.6
103.6,-1668.58,-13544.8
103.7,-3023.05,-12606.3
103.8,-4283.69,-11144.9
103.9,-5398.18,-9208.42
104,-6319.02,-6864.88
104.1,-7005.51,-4199.87
104.2,-7425.49,-1313.57
104.3,-7556.85,1683
104.4,-7388.55,4672.18
104.5,-6921.33,7534.25
104.6,-6167.91,10152.2
104.7,-5152.69,12416.4
104.8,-3911.05,14229.3
104.9,-2488.12,15509.2
105,-937.199,16194.4
105.1,682.238,16245.5
105.2,2306.78,15647.8
105.3,3871.56,14412.2
105.4,5312.78,12575.4
105.5,6570.32,10198.9
105.6,7590.21,7366.89
105.7,8326.9,4183.57
105.8,8745.25,769.241
105.9,8822.18,-2744.15
106,8547.76,-6218.03
106.1,7925.96,-9512.68
106.2,6974.69,-12492.7
106.3,5725.42,-15032.6
106.4,4222.16,-17022
106.5,2519.95,-18370.4
106.6,682.916,-19010.8
106.7,-1218.17,-18903.7
106.8,-3108.54,-18038.3
106.9,-4912.36,-16434
107,-6555.76,-14140.2
107.1,-7969.78,-11235
107.2,-9093.29,-7822.32
107.3,-9875.52,-4028.46
107.4,-10278.4,2.41532
107.5,-10278.1,4113.81
107.6,-9866.74,8142.89
107.7,-9052.46,11926.8
107.8,-7859.77,15309.4
107.9,-6328.84,18147.2
108,-4514.12,20315.9
108.1,-2482.53,21715.3
108.2,-310.996,22274.1
108.3,1916.42,21953.1
108.4,4111.73,20747.6
108.5,6186.49,18688.1
108.6,8055.3,15839.8
108.7,9639.28,12301
108.8,10869.4,8199.36
108.9,11689.3,3687.72
109,12058.1,-1061.66
109.1,11951.9,-5863.56
109.2,11365.6,-10527
109.3,10312.9,-14862.5
109.4,8826.61,-18690.3
109.5,6957.58,-21847.1
109.6,4772.87,-24193.1
109.7,2353.57,-25618.3
109.8,-208.259,-26047.2
109.9,-2812.98,-25442.9
110,-5357.27,-23808.7
110.1,-7738.14,-21189.5
110.2,-9857.09,-17670.4
110.3,-11624.1,-13374
110.4,-12961.5,-8456.81
110.5,-13807.2,-3102.96
110.6,-14117.5,2482.09
110.7,-13869.3,8079.55
110.8,-13061.3,13465.8
110.9,-11714.8,18421.1
111,-9872.66,22738.7
111.1,-7598.79,26233.1
111.2,-4975.48,28748
111.3,-2100.68,30163.4
111.4,915.657,30400.5
111.5,3955.7,29426.3
111.6,6898.33,27255.6
111.7,9623.89,23951.2
111.8,12019,19622.8
111.9,13981.3,14422.8
112,15423.6,8541.93
112.1,16277.8,2201.76
112.2,16497.9,-4353.28
112.3,16062.6,-10865.3
112.4,14976.1,-17072.9
112.5,13268.8,-22721.8
112.6,10996.6,-27574.8
112.7,8239.13,-31421.8
112.8,5096.95,-34089
112.9,1688.05,-35445.9
113,-1856.53,-35412.1
113.1,-5397.74,-33961.1
113.2,-8793.85,-31122.7
113.3,-11906.1,-26982.6
113.4,-14604.4,-21680.4
113.5,-16772.4,-15404.9
113.6,-18312.9,-8387.77
113.7,-19151.7,-894.751
113.8,-19241.2,6783.92
113.9,-18562.8,14344.8
114,-17128.3,21483.1
114.1,-14980,27904.9
114.2,-12189.5,33338.9
114.3,-8855.61,37548
114.4,-5100.81,40339.4
114.5,-1066.87,41573
114.6,3090.43,41168.4
114.7,7207.27,39109
114.8,11118.2,35444
114.9,14662.6,30287.9
115,17691.4,23817.2
115.1,20073.1,16264.5
115.2,21699.5,7910.03
115.3,22490.5,-927.879
115.4,22397.7,-9905.43
115.5,21407.2,-18666.3
115.6,19540.6,-26855.8
115.7,16855,-34134.8
115.8,13441.5,-40194
115.9,9422.11,-44766.6
116,4945.45,-47640
116.1,181.448,-48665.3
116.2,-4685.08,-47764.5
116.3,-9461.53,-44935
116.4,-13955,-40251.6
116.5,-17980.2,-33864.5
116.6,-21366.6,-25995
116.7,-23966.1,-16928.4
116.8,-25659,-7003.24
116.9,-26359.3,3400.52
117,-26019.3,13876.3
117.1,-24631.6,24006.6
117.2,-22231,33379.2
117.3,-18893,41604.1
117.4,-14732.6,48329.4
117.5,-9899.69,53255.9
117.6,-4574.1,56150.8
117.7,1040.98,56857.5
117.8,6726.73,55304.1
117.9,12257.1,51507.4
118,17407.9,45574.5
118.1,21965.3,37699.9
118.2,25735.3,28159.9
118.3,28551.3,17302.7
118.4,30281.6,5536.21
118.5,30835.2,-6687.04
118.6,30166.5,-18887.3
118.7,28277.8,-30576
118.8,25220.2,-41275.5
118.9,21092.6,-50538
119,16038.8,-57964.2
119.1,10242.4,-63220.3
119.2,3920.37,-66052.8
119.3,-2684.91,-66299.7
119.4,-9314.88,-63899.7
119.5,-15704.9,-58895.6
119.6,-21594.4,-51435.7
119.7,-26738,-41769.1
119.8,-30914.9,-30238.4
119.9,-33938.7,-17267.6
120,-35665.5,-3346.66
120.1,-36000.2,10986.6
120.2,-34901.5,25167
120.3,-32384.8,38624.4
120.4,-28522.4,50805.9
120.5,-23441.8,61198.8
120.6,-17321.9,69351.7
120.7,-10386.7,74893.5
120.8,-2897.38,77550.4
120.9,4857.66,77158.5
121,12573.5,73672.3
121.1,19940.7,67169.6
121.2,26657.7,57850
121.3,32442.7,46030
121.4,37045.7,32132.4
121.5,40258.9,16671.6
121.6,41926.1,234.691
121.7,41949.6,-16540.3
121.8,40295.5,-32989.3
121.9,36996.6,-48447.6
122,32151.8,-62277.2
122.1,25924.1,-73892.3
122.2,18534.9,-82784
122.3,10256.5,-88542.2
122.4,1402.29,-90873.8
122.5,-7685.1,-89617.2
122.6,-16646.8,-84750.7
122.7,-25121.9,-76396.8
122.8,-32761.6,-64820.1
122.9,-39243.6,-50418.9
123,-44285.5,-33713
123.1,-47656.8,-15324.5
123.2,-49189.2,4044.82
123.3,-48784.7,23639.7
123.4,-46420.8,42680.9
123.5,-42152.7,60395.7
123.6,-36113.1,76048.9
123.7,-28508.2,88973.3
123.8,-19610.9,98597.2
123.9,-9751.15,104470
124,695.82,106281
124.1,11323.9,103877
124.2,21711.6,97270
124.3,31438.6,86640.1
124.4,40102.6,72332
124.5,47335.8,54844.4
124.6,52820.3,34813.2
124.7,56301.6,12989
124.8,57600.5,-9791.34
124.9,56621.3,-32635.6
125,53357.8,-54631.3
125.1,47894.7,-74881.7
125.2,40406.5,-92541.8
125.3,31152.3,-106854
125.4,20466.9,-117177
125.5,8749.22,-123020
125.6,-3552.82,-124060
125.7,-15958.8,-120157
125.8,-27974.5,-111370
125.9,-39111.5,-97953.1
126,-48906.8,-80349.3
126.1,-56941.8,-59179.5
126.2,-62859.7,-35219.1
126.3,-66381.6,-9370.73
126.4,-67318.7,17369.4
126.5,-65581.8,43949.6
126.6,-61186.8,69303.4
126.7,-54256.5,92392.2
126.8,-45017.2,112247
126.9,-33792.5,128009
127,-20991.6,138966
127.1,-7095.02,144583
127.2,7363.32,144530
127.3,21816.3,138694
127.4,35685.7,127194
127.5,48405.1,110376
127.6,59442.7,88806.2
127.7,68323.3,63253.1
127.8,74648.6,34658.9
127.9,78114.5,4106.36
128,78525.1,-27221.5
128.1,75803,-58087
128.2,69994.3,-87246.3
128.3,61269.6,-113499
128.4,49919.7,-135737
128.5,36346.1,-152990
128.6,21047.1,-164468
128.7,4600.24,-169598
128.8,-12359.5,-168046
128.9,-29164.1,-159741
129,-45138.2,-144880
129.1,-59626.2,-123927
129.2,-72019,-97598.2
129.3,-81778.8,-66838.6
129.4,-88462.7,-32790.2
129.5,-91741.7,3250.78
129.6,-91416.6,39882.5
129.7,-87428.4,75651.6
129.8,-79863.2,109110
129.9,-68952.2,138873
130,-55064.9,163677
130.1,-38697.2,182429
130.2,-20454.3,194260
130.3,-1028.3,198556
130.4,18827.3,194997
130.5,38327,183566
130.6,56683.6,164564
130.7,73139.9,138599
130.8,86999.9,106571
130.9,97657,69640.1
131,104621,29184.6
131.1,107539,-13247.4
131.2,106215,-55998.2
131.3,100615,-97364
131.4,90878.5,-135663
131.5,77312.2,-169301
131.6,60382.2,-196839
131.7,40698.2,-217055
131.8,18992.7,-228993
131.9,-3906.64,-232011
132,-27107.7,-225808
132.1,-49688.5,-210448
132.2,-70733.3,-186364
132.3,-89369.7,-154343
132.4,-104804,-115508
132.5,-116355,-71276.4
132.6,-123482,-23308.9
132.7,-125813,26550.4
132.8,-123158,76344.8
132.9,-115524,124081
133,-103116,167809
133.1,-86334.8,205700
133.2,-65764.8,236120
133.3,-42152.9,257703
133.4,-16382.5,269410
133.5,10558.5,270575
133.6,37616,260940
133.7,63710.1,240675
133.8,87777.6,210378
133.9,108815,171059
134,125921,124112
134.1,138333,71261.5
134.2,145459,14503.3
134.3,146909,-43970.1
134.4,142512,-101854
134.5,132327,-156822
134.6,116644,-206616
134.7,95982.8,-249141
134.8,71068.7,-282551
134.9,42813.5,-305328
135,12280.8,-316347
135.1,-19353.9,-314932
135.2,-50847.1,-300892
135.3,-80936.2,-274535
135.4,-108390,-236670
135.5,-132057,-188580
135.6,-150915,-131986
135.7,-164113,-68980.1
135.8,-171011,-1955.06
135.9,-171207,66488.7
136,-164558,133642
136.1,-151194,196792
136.2,-131515,253334
136.3,-106181,300873
136.4,-76093.8,337328
136.5,-42361,361019
136.6,-6259.08,370743
136.7,30815.3,365832
136.8,67398.5,346190
136.9,102017,312307
137,133248,265254
137.1,159773,206649
137.2,180438,138607
137.3,194299,63659.7
137.4,200665,-15333.1
137.5,199132,-95292.3
137.6,189603,-173039
137.7,172299,-245419
137.8,147757,-309430
137.9,116814,-362344
138,80579.3,-401823
138.1,40397,-426018
138.2,-2204.79,-433656
138.3,-45570.4,-424101
138.4,-87980.5,-397391
138.5,-127720,-354251
138.6,-163145,-296078
138.7,-192752,-224898
138.8,-215242,-143299
138.9,-229572,-54336.2
139,-235006,38579.5
139.1,-231148,131810
139.2,-217967,221633
139.3,-195803,304387
139.4,-165365,376621
139.5,-127703,435235
139.6,-84179.1,477611
139.7,-36418,501731
139.8,13755.1,506263
139.9,64381.4,490636
140,113445,455071
140.1,158952,400592
140.2,199011,328999
140.3,231911,242815
140.4,256193,145194
140.5,270712,39813.1
140.6,274693,-69267.9
140.7,267767,-177760
140.8,249991,-281311
140.9,221859,-375681
141,184291,-456911
141.1,138600,-521489
141.2,86451.3,-566500
141.3,29801.4,-589750
141.4,-29173.6,-589875
141.5,-88161.1,-566408
141.6,-144802,-519816
141.7,-196784,-451498
141.8,-241933,-363755
141.9,-278309,-259706
142,-304280,-143189
142.1,-318598,-18612.9
142.2,-320460,109199
142.3,-309540,235199
142.4,-286020,354311
142.5,-250589,461633
142.6,-204426,552636
142.7,-149162,623353
142.8,-86826.7,670551
142.9,-19771.6,691871
143,49415.5,685942
143.1,118010,652457
143.2,183255,592204
143.3,242476,507058
143.4,293182,399927
143.5,333174,274656
143.6,360640,135893
143.7,374229,-11080.9
143.8,373121,-160551
143.9,357066,-306588
144,326407,-443283
144.1,282079,-564980
144.2,225581,-666512
144.3,158930,-743414
144.4,84588.4,-792117
144.5,5376.66,-810110
144.6,-75634.4,-796059
144.7,-155240,-749884
144.8,-230229,-672790
144.9,-297508,-567242
145,-354232,-436894
145.1,-397921,-286464
145.2,-426568,-121566
145.3,-438724,51492.6
145.4,-433575,225953
145.5,-410980,394864
145.6,-371493,551358
145.7,-316358,688929
145.8,-247465,801693
145.9,-167295,884645
146,-78830.8,933870
146.1,14556.2,946726
146.2,109229,921969
146.3,201426,859838
146.4,287409,762071
146.5,363617,631866
146.6,426803,473782
146.7,474181,293585
146.8,503540,98041.1
146.9,513344,-105336
147,502810,-308566
147.1,471954,-503519
147.2,421602,-682230
147.3,353379,-837226
147.4,269656,-961833
147.5,173473,-1.05046e+06
147.6,68427.1,-1.09884e+06
147.7,-41456.8,-1.10423e+06
147.8,-151880,-1.06557e+06
147.9,-258437,-983502
148,-356787,-860457
148.1,-442832,-700533
148.2,-512886,-509389
148.3,-563825,-294047
148.4,-593229,-62636.2
148.5,-599493,175908
148.6,-581902,412188
148.7,-540683,636705
148.8,-477013,840244
148.9,-392989,1.01424e+06
149,-291564,1.15116e+06
149.1,-176449,1.24476e+06
149.2,-51972.8,1.29044e+06
149.3,77071.4,1.28542e+06
149.4,205614,1.22889e+06
149.5,328502,1.12206e+06
149.6,440708,968220
149.7,537531,772573
149.8,614788,542109
149.9,668999,285352
150,697534,12045.5
150.1,698738,-267209
150.2,672018,-541360
150.3,617882,-799340
150.4,537948,-1.03051e+06
150.5,434897,-1.22507e+06
150.6,312390,-1.37453e+06
150.7,174936,-1.472e+06
150.8,27736.8,-1.51253e+06
150.9,-123516,-1.49338e+06
151,-272854,-1.4141e+06
151.1,-414264,-1.27668e+06
151.2,-541932,-1.08544e+06
151.3,-650475,-846957
151.4,-735171,-569827
151.5,-792154,-264362
151.6,-818590,57786.7
151.7,-812811,384067
151.8,-774405,701510
151.9,-704254,997242
152,-604529,1.259e+06
152.1,-478630,1.47563e+06
152.2,-331066,1.63757e+06
152.3,-167309,1.73725e+06
152.4,6415.1,1.76942e+06
152.5,183358,1.73147e+06
152.6,356505,1.6235e+06
152.7,518854,1.44843e+06
152.8,663697,1.21192e+06
152.9,784888,922199
153,877108,589800
153.1,936088,227160
153.2,958804,-151818
153.3,943623,-532303
153.4,890392,-899106
153.5,800482,-1.23728e+06
153.6,676753,-1.53273e+06
153.7,523481,-1.77277e+06
153.8,346203,-1.94671e+06
153.9,151532,-2.04626e+06
154,-53093.7,-2.06595e+06
154.1,-259688,-2.00339e+06
154.2,-460027,-1.85945e+06
154.3,-645972,-1.63825e+06
154.4,-809796,-1.34709e+06
154.5,-944506,-996232
154.6,-1.04413e+06,-598505
154.7,-1.10398e+06,-168883
154.8,-1.12087e+06,276086
154.9,-1.09326e+06,718912
155,-1.02137e+06,1.14184e+06
155.1,-907184,1.52755e+06
155.2,-754429,1.85987e+06
155.3,-568442,2.12444e+06
155.4,-355998,2.30933e+06
155.5,-125065,2.40555e+06
155.6,115490,2.40746e+06
155.7,356236,2.31312e+06
155.8,587548,2.12436e+06
155.9,799984,1.84685e+06
156,984669,1.48992e+06
156.1,1.13366e+06,1.06626e+06
156.2,1.24029e+06,591467
156.3,1.29943e+06,83523.1
156.4,1.30779e+06,-437921
156.5,1.26399e+06,-952276
156.6,1.16877e+06,-1.43883e+06
156.7,1.02488e+06,-1.87756e+06
156.8,837127,-2.24996e+06
156.9,612131,-2.53981e+06
157,358150,-2.73387e+06
157.1,84763.4,-2.82245e+06
157.2,-197482,-2.79991e+06
157.3,-477472,-2.66492e+06
157.4,-743964,-2.42063e+06
157.5,-986027,-2.07463e+06
157.6,-1.19349e+06,-1.63873e+06
157.7,-1.35736e+06,-1.12856e+06
157.8,-1.47022e+06,-563040
157.9,-1.52652e+06,36308
158,-1.52289e+06,646191
158.1,-1.45827e+06,1.24242e+06
158.2,-1.33403e+06,1.80088e+06
158.3,-1.15394e+06,2.29848e+06
158.4,-924094,2.71409e+06
158.5,-652685,3.02944e+06
158.6,-349741,3.22993e+06
158.7,-26748.3,3.30522e+06
158.8,303774,3.24982e+06
158.9,628756,3.06331e+06
159,935088,2.75054e+06
159.1,1.21014e+06,2.3215e+06
159.2,1.44229e+06,1.79101e+06
159.3,1.62139e+06,1.17828e+06
159.4,1.73922e+06,506153
159.5,1.78984e+06,-199658
159.6,1.76987e+06,-911600
159.7,1.67871e+06,-1.60132e+06
159.8,1.51858e+06,-2.24077e+06
159.9,1.2945e+06,-2.80339e+06
160,1.01416e+06,-3.26512e+06
160.1,687650,-3.60548e+06
160.2,327102,-3.80843e+06
160.3,-53741.6,-3.86311e+06
160.4,-440052,-3.76435e+06
160.5,-816487,-3.51304e+06
160.6,-1.16779e+06,-3.11618e+06
160.7,-1.47941e+06,-2.58674e+06
160.8,-1.73808e+06,-1.94325e+06
160.9,-1.93241e+06,-1.20915e+06
161,-2.05332e+06,-412000
161.1,-2.09452e+06,417569
161.2,-2.05277e+06,1.24703e+06
161.3,-1.92806e+06,2.04319e+06
161.4,-1.72374e+06,2.77355e+06
161.5,-1.44639e+06,3.40758e+06
161.6,-1.10563e+06,3.91799e+06
161.7,-713832,4.28188e+06
161.8,-285644,4.48177e+06
161.9,162533,4.5064e+06
162,613173,4.35125e+06
162.1,1.0483e+06,4.01896e+06
162.2,1.45019e+06,3.51926e+06
162.3,1.80212e+06,2.8688e+06
162.4,2.089e+06,2.09058e+06
162.5,2.29806e+06,1.21316e+06
162.6,2.41937e+06,269677
162.7,2.44634e+06,-703466
162.8,2.376e+06,-1.66793e+06
162.9,2.2092e+06,-2.58497e+06
163,1.9507e+06,-3.41695e+06
163.1,1.60901e+06,-4.1289e+06
163.2,1.19612e+06,-4.68992e+06
163.3,727128,-5.07457e+06
163.4,219670,-5.26393e+06
163.5,-306723,-5.24652e+06
163.6,-831375,-5.0189e+06
163.7,-1.33326e+06,-4.58597e+06
163.8,-1.79186e+06,-3.96095e+06
163.9,-2.18796e+06,-3.16498e+06
164,-2.50446e+06,-2.2265e+06
164.1,-2.72711e+06,-1.18019e+06
164.2,-2.84512e+06,-65742.8
164.3,-2.8517e+06,1.07362e+06
164.4,-2.74434e+06,2.19283e+06
164.5,-2.52505e+06,3.24671e+06
164.6,-2.20038e+06,4.19179e+06
164.7,-1.7812e+06,4.98811e+06
164.8,-1.28239e+06,5.60083e+06
164.9,-722309,6.00177e+06
165,-122132,6.17066e+06
165.1,494934,6.0961e+06
165.2,1.10454e+06,5.7762e+06
165.3,1.68216e+06,5.21886e+06
165.4,2.20405e+06,4.44162e+06
165.5,2.64821e+06,3.47117e+06
165.6,2.99533e+06,2.34246e+06
165.7,3.22957e+06,1.09748e+06
165.8,3.33932e+06,-216302
165.9,3.31769e+06,-1.5477e+06
166,3.16292e+06,-2.84383e+06
166.1,2.87854e+06,-4.05212e+06
166.2,2.47333e+06,-5.12249e+06
166.3,1.96108e+06,-6.00937e+06
166.4,1.36014e+06,-6.67362e+06
166.5,692779,-7.0842e+06
166.6,-15641.1,-7.21963e+06
166.7,-737604,-7.06898e+06
166.8,-1.4445e+06,-6.63256e+06
166.9,-2.10776e+06,-5.92211e+06
167,-2.69997e+06,-4.96056e+06
167.1,-3.19602e+06,-3.78136e+06
167.2,-3.57416e+06,-2.42733e+06
167.3,-3.81689e+06,-949114
167.4,-3.9118e+06,596625
167.5,-3.85214e+06,2.14941e+06
167.6,-3.6372e+06,3.64728e+06
167.7,-3.27247e+06,5.02922e+06
167.8,-2.76955e+06,6.23762e+06
167.9,-2.14579e+06,7.22069e+06
168,-1.42372e+06,7.93459e+06
168.1,-630260,8.34539e+06
168.2,204279,8.43058e+06
168.3,1.04734e+06,8.18026e+06
168.4,1.86536e+06,7.59772e+06
168.5,2.62514e+06,6.69962e+06
168.6,3.2951e+06,5.51557e+06
168.7,3.84666e+06,4.08722e+06
168.8,4.25538e+06,2.46682e+06
168.9,4.50206e+06,715331
169,4.57359e+06,-1.0998e+06
169.1,4.46361e+06,-2.90724e+06
169.2,4.17289e+06,-4.63454e+06
169.3,3.70943e+06,-6.21101e+06
169.4,3.08833e+06,-7.57056e+06
169.5,2.33128e+06,-8.65448e+06
169.6,1.46583e+06,-9.4139e+06
169.7,524440,-9.81196e+06
169.8,-456756,-9.82549e+06
169.9,-1.43931e+06,-9.44628e+06
170,-2.38393e+06,-8.68163e+06
170.1,-3.2521e+06,-7.55443e+06
170.2,-4.00754e+06,-6.1025e+06
170.3,-4.61779e+06,-4.37743e+06
170.4,-5.05553e+06,-2.44277e+06
170.5,-5.29981e+06,-371701
170.6,-5.33698e+06,1.75566e+06
170.7,-5.16141e+06,3.85534e+06
170.8,-4.77588e+06,5.84279e+06
170.9,-4.1916e+06,7.63629e+06
171,-3.42797e+06,9.16021e+06
171.1,-2.51195e+06,1.03482e+07
171.2,-1.47713e+06,1.1146e+07
171.3,-362531,1.15139e+07
171.4,788863,1.14287e+07
171.5,1.93173e+06,1.08846e+07
171.6,3.02019e+06,9.89417e+06
171.7,4.0096e+06,8.48821e+06
171.8,4.85842e+06,6.71461e+06
171.9,5.52989e+06,4.63695e+06
172,5.99358e+06,2.33225e+06
172.1,6.22681e+06,-111823
172.2,6.21562e+06,-2.60031e+06
172.3,5.95559e+06,-5.03455e+06
172.4,5.45214e+06,-7.3161e+06
172.5,4.72053e+06,-9.35063e+06
172.6,3.78546e+06,-1.10518e+07
172.7,2.68028e+06,-1.2345e+07
172.8,1.44578e+06,-1.31702e+07
172.9,128765,-1.34851e+07
173,-1.21974e+06,-1.32669e+07
173.1,-2.54644e+06,-1.25137e+07
173.2,-3.7978e+06,-1.12448e+07
173.3,-4.92228e+06,-9.5008e+06
173.4,-5.87236e+06,-7.34187e+06
173.5,-6.60655e+06,-4.84609e+06
173.6,-7.09116e+06,-2.10655e+06
173.7,-7.30182e+06,772048
173.8,-7.22461e+06,3.67733e+06
173.9,-6.85688e+06,6.49363e+06
174,-6.20751e+06,9.10651e+06
174.1,-5.29686e+06,1.14074e+07
174.2,-4.15612e+06,1.3298e+07
174.3,-2.82633e+06,1.46945e+07
174.4,-1.35688e+06,1.55311e+07
174.5,196232,1.57632e+07
174.6,1.77256e+06,1.53695e+07
174.7,3.30951e+06,1.43531e+07
174.8,4.74481e+06,1.27422e+07
174.9,6.01903e+06,1.05894e+07
175,7.07798e+06,7.97004e+06
175.1,7.87498e+06,4.97945e+06
175.2,8.37293e+06,1.72987e+06
175.3,8.54591e+06,-1.6539e+06
175.4,8.38052e+06,-5.03919e+06
175.5,7.8766e+06,-8.29061e+06
175.6,7.04754e+06,-1.12754e+07
175.7,5.92e+06,-1.3869e+07
175.8,4.5331e+06,-1.59596e+07
175.9,2.93715e+06,-1.74536e+07
176,1.19178e+06,-1.82794e+07
176.1,-636157,-1.83905e+07
176.2,-2.47521e+06,-1.77683e+07
176.3,-4.25204e+06,-1.64228e+07
176.4,-5.89432e+06,-1.43935e+07
176.5,-7.33367e+06,-1.17479e+07
176.6,-8.50846e+06,-8.57951e+06
176.7,-9.36642e+06,-5.00454e+06
176.8,-9.86687e+06,-1.15788e+06
176.9,-9.98266e+06,2.81203e+06
177,-9.70146e+06,6.74885e+06
177.1,-9.02657e+06,1.04945e+07
177.2,-7.97712e+06,1.38952e+07
177.3,-6.58761e+06,1.68081e+07
177.4,-4.90679e+06,1.9107e+07
177.5,-2.99609e+06,2.06876e+07
177.6,-927330,2.14723e+07
177.7,1.2199e+06,2.14138e+07
177.8,3.36127e+06,2.04975e+07
177.9,5.41103e+06,1.87431e+07
178,7.28533e+06,1.62038e+07
178.1,8.90571e+06,1.29656e+07
178.2,1.02023e+07,9.14399e+06
178.3,1.11167e+07,4.8802e+06
178.4,1.16047e+07,335929
178.5,1.16383e+07,-4.31267e+06
178.6,1.1207e+07,-8.88173e+06
178.7,1.03188e+07,-1.31869e+07
178.8,9.00016e+06,-1.70507e+07
178.9,7.29509e+06,-2.03097e+07
179,5.26411e+06,-2.28216e+07
179.1,2.98195e+06,-2.44708e+07
179.2,534873,-2.51742e+07
179.3,-1.98254e+06,-2.48846e+07
179.4,-4.47101e+06,-2.35939e+07
179.5,-6.8304e+06,-2.13336e+07
179.6,-8.96376e+06,-1.81748e+07
179.7,-1.07812e+07,-1.42258e+07
179.8,-1.22038e+07,-9.62879e+06
179.9,-1.31667e+07,-4.55469e+06
180,-1.36222e+07,803089
180.1,-1.35419e+07,6.2359e+06
180.2,-1.29183e+07,1.15279e+07
180.3,-1.17655e+07,1.64647e+07
180.4,-1.0119e+07,2.08416e+07
180.5,-8.03486e+06,2.44723e+07
180.6,-5.58762e+06,2.71968e+07
180.7,-2.86794e+06,2.8888e+07
180.8,20858.5,2.94574e+07
180.9,2.9666e+06,2.88599e+07
181,5.85258e+06,2.7096e+07
181.1,8.56219e+06,2.42131e+07
181.2,1.09835e+07,2.0304e+07
181.3,1.30139e+07,1.55045e+07
181.4,1.45643e+07,9.98883e+06
181.5,1.55632e+07,3.96332e+06
181.6,1.59596e+07,-2.34124e+06
181.7,1.57254e+07,-8.67824e+06
181.8,1.48576e+07,-1.47948e+07
181.9,1.33781e+07,-2.0442e+07
182,1.13339e+07,-2.53844e+07
182.1,8.79548e+06,-2.94103e+07
182.2,5.85446e+06,-3.23403e+07
182.3,2.62043e+06,-3.40352e+07
182.4,-783095,-3.44027e+07
182.5,-4.22337e+06,-3.34014e+07
182.6,-7.56351e+06,-3.1044e+07
182.7,-1.06679e+07,-2.73978e+07
182.8,-1.34077e+07,-2.25826e+07
182.9,-1.5666e+07,-1.67679e+07
183,-1.73427e+07,-1.01662e+07
183.1,-1.83594e+07,-3.02575e+06
183.2,-1.86619e+07,4.37851e+06
183.3,-1.82241e+07,1.17557e+07
183.4,-1.70485e+07,1.88102e+07
183.5,-1.51675e+07,2.52534e+07
183.6,-1.26421e+07,3.08154e+07
183.7,-9.56061e+06,3.52559e+07
183.8,-6.03502e+06,3.8375e+07
183.9,-2.19752e+06,4.00215e+07
184,1.80464e+06,4.01001e+07
184.1,5.81465e+06,3.85763e+07
184.2,9.67228e+06,3.54789e+07
184.3,1.32202e+07,3.09004e+07
184.4,1.63102e+07,2.49943e+07
184.5,1.88096e+07,1.79703e+07
184.6,2.06067e+07,1.00871e+07
184.7,2.16154e+07,1.64268e+06
184.8,2.17796e+07,-7.03633e+06
184.9,2.1076e+07,-1.56075e+07
185,1.95153e+07,-2.37257e+07
185.1,1.71427e+07,-3.10573e+07
185.2,1.4037e+07,-3.72932e+07
185.3,1.03076e+07,-4.21622e+07
185.4,6.09143e+06,-4.5442e+07
185.5,1.54723e+06,-4.69697e+07
185.6,-3.14974e+06,-4.66492e+07
185.7,-7.81466e+06,-4.44563e+07
185.8,-1.22603e+07,-4.04413e+07
185.9,-1.63044e+07,-3.47284e+07
186,-1.97773e+07,-2.7512e+07
186.1,-2.25285e+07,-1.90509e+07
186.2,-2.44336e+07,-9.65849e+06
186.3,-2.53994e+07,308104
186.4,-2.53686e+07,1.04617e+07
186.5,-2.43224e+07,2.03999e+07
186.6,-2.22824e+07,2.97209e+07
186.7,-1.93104e+07,3.80394e+07
186.8,-1.55064e+07,4.50028e+07
186.9,-1.10061e+07,5.03053e+07
187,-5.9756e+06,5.37016e+07
