X,Y,Y'
187.1,-605431,5.50179e+07
187.2,4.89635e+06,5.41597e+07
187.3,1.03123e+07,5.11179e+07
187.4,1.54241e+07,4.59706e+07
187.5,2.00212e+07,3.88816e+07
187.6,2.39093e+07,3.00955e+07
187.7,2.69189e+07,1.99298e+07
187.8,2.89119e+07,8.76369e+06
187.9,2.97882e+07,-2.97633e+06
188,2.94906e+07,-1.48321e+07
188.1,2.80074e+07,-2.63317e+07
188.2,2.53742e+07,-3.7008e+07
188.3,2.16734e+07,-4.64176e+07
188.4,1.70317e+07,-5.41586e+07
188.5,1.16158e+07,-5.98881e+07
188.6,5.627e+06,-6.33366e+07
188.7,-706660,-6.43207e+07
188.8,-7.13873e+06,-6.27516e+07
188.9,-1.34139e+07,-5.86411e+07
189,-1.9278e+07,-5.21027e+07
189.1,-2.44883e+07,-4.33495e+07
189.2,-2.88232e+07,-3.26872e+07
189.3,-3.20919e+07,-2.05041e+07
189.4,-3.41424e+07,-7.25728e+06
189.5,-3.48681e+07,6.54481e+06
189.6,-3.42136e+07,2.03611e+07
189.7,-3.21775e+07,3.36394e+07
189.8,-2.88135e+07,4.58376e+07
189.9,-2.42298e+07,5.64462e+07
190,-1.85852e+07,6.50092e+07
190.1,-1.20842e+07,7.11431e+07
190.2,-4.96993e+06,7.45539e+07
190.3,2.48546e+06,7.50508e+07
190.4,9.99055e+06,7.25556e+07
190.5,1.72461e+07,6.71083e+07
190.6,2.39569e+07,5.88677e+07
190.7,2.98437e+07,4.81076e+07
190.8,3.46545e+07,3.52079e+07
190.9,3.81753e+07,2.0642e+07
191,4.02395e+07,4.95904e+06
191.1,4.07354e+07,-1.12359e+07
191.2,3.96118e+07,-2.73053e+07
191.3,3.68812e+07,-4.26039e+07
191.4,3.26208e+07,-5.65044e+07
191.5,2.69704e+07,-6.84226e+07
191.6,2.01281e+07,-7.78423e+07
191.7,1.23439e+07,-8.43367e+07
191.8,3.91024e+06,-8.75876e+07
191.9,-4.84852e+06,-8.73999e+07
192,-1.35885e+07,-8.37125e+07
192.1,-2.19598e+07,-7.66028e+07
192.2,-2.962e+07,-6.62869e+07
192.3,-3.62487e+07,-5.31131e+07
192.4,-4.156e+07,-3.75514e+07
192.5,-4.53152e+07,-2.01763e+07
192.6,-4.73328e+07,-1.64673e+06
192.7,-4.74975e+07,1.73193e+07
192.8,-4.57656e+07,3.59719e+07
192.9,-4.21684e+07,5.35587e+07
193,-3.68125e+07,6.93549e+07
193.1,-2.9877e+07,8.26928e+07
193.2,-2.16077e+07,9.29897e+07
193.3,-1.23087e+07,9.9773e+07
193.4,-2.33144e+06,1.02701e+08
193.5,7.93866e+06,1.0158e+08
193.6,1.80966e+07,9.63726e+07
193.7,2.77339e+07,8.72065e+07
193.8,3.64545e+07,7.43688e+07
193.9,4.38914e+07,5.82996e+07
194,4.97214e+07,3.9577e+07
194.1,5.36791e+07,1.8897e+07
194.2,5.55688e+07,-2.95261e+06
194.3,5.52735e+07,-2.51211e+07
194.4,5.27614e+07,-4.6728e+07
194.5,4.80886e+07,-6.6898e+07
194.6,4.13988e+07,-8.47955e+07
194.7,3.29192e+07,-9.96591e+07
194.8,2.29533e+07,-1.10834e+08
194.9,1.187e+07,-1.17798e+08
195,90131,-1.2019e+08
195.1,-1.19289e+07,-1.17823e+08
195.2,-2.37112e+07,-1.10695e+08
195.3,-3.47806e+07,-9.89962e+07
195.4,-4.46802e+07,-8.3104e+07
195.5,-5.29906e+07,-6.35699e+07
195.6,-5.93476e+07,-4.11022e+07
195.7,-6.34578e+07,-1.65411e+07
195.8,-6.51119e+07,9.17285e+06
195.9,-6.41947e+07,3.50342e+07
196,-6.06912e+07,6.00114e+07
196.1,-5.46901e+07,8.30876e+07
196.2,-4.63814e+07,1.03302e+08
196.3,-3.60512e+07,1.19788e+08
196.4,-2.40723e+07,1.31813e+08
196.5,-1.0891e+07,1.38806e+08
196.6,2.98957e+06,1.40386e+08
196.7,1.70282e+07,1.36383e+08
196.8,3.06664e+07,1.26844e+08
196.9,4.33508e+07,1.1204e+08
197,5.45548e+07,9.2459e+07
197.1,6.38007e+07,6.87879e+07
197.2,7.06795e+07,4.18919e+07
197.3,7.48687e+07,1.27822e+07
197.4,7.61469e+07,-1.74209e+07
197.5,7.44048e+07,-4.75312e+07
197.6,6.96517e+07,-7.63425e+07
197.7,6.20175e+07,-1.02676e+08
197.8,5.17498e+07,-1.2543e+08
197.9,3.92068e+07,-1.43621e+08
198,2.48447e+07,-1.56431e+08
198.1,9.20158e+06,-1.63241e+08
198.2,-7.1225e+06,-1.63657e+08
198.3,-2.34881e+07,-1.57534e+08
198.4,-3.92416e+07,-1.44988e+08
198.5,-5.37404e+07,-1.26392e+08
198.6,-6.63796e+07,-1.02368e+08
198.7,-7.66164e+07,-7.37688e+07
198.8,-8.39933e+07,-4.16469e+07
198.9,-8.8158e+07,-7.2166e+06
199,-8.88797e+07,2.81909e+07
199.1,-8.60606e+07,6.3179e+07
199.2,-7.97427e+07,9.63396e+07
199.3,-7.01087e+07,1.2631e+08
199.4,-5.74777e+07,1.51827e+08
199.5,-4.2295e+07,1.71782e+08
199.6,-2.51168e+07,1.85264e+08
199.7,-6.59042e+06,1.91606e+08
199.8,1.25701e+07,1.9041e+08
199.9,3.16111e+07,1.81573e+08
200,4.97684e+07,1.65297e+08
200.1,6.62982e+07,1.42084e+08
200.2,8.05066e+07,1.12723e+08
200.3,9.17789e+07,7.82661e+07
200.4,9.96055e+07,3.99892e+07
200.5,1.03604e+08,-652807
200.6,1.03539e+08,-4.20815e+07
200.7,9.9331e+07,-8.26556e+07
200.8,9.10655e+07,-1.20735e+08
200.9,7.8992e+07,-1.54746e+08
201,6.35173e+07,-1.83248e+08
201.1,4.51925e+07,-2.0499e+08
201.2,2.46935e+07,-2.18967e+08
201.3,2.79676e+06,-2.24465e+08
201.4,-1.96498e+07,-2.21095e+08
201.5,-4.17593e+07,-2.08813e+08
201.6,-6.26406e+07,-1.87933e+08
201.7,-8.14339e+07,-1.59118e+08
201.8,-9.73457e+07,-1.23362e+08
201.9,-1.09682e+08,-8.19567e+07
202,-1.17878e+08,-3.64448e+07
202.1,-1.21522e+08,1.14351e+07
202.2,-1.20379e+08,5.98152e+07
202.3,-1.14397e+08,1.0677e+08
202.4,-1.0372e+08,1.50394e+08
202.5,-8.86806e+07,1.88874e+08
202.6,-6.97932e+07,2.20569e+08
202.7,-4.77364e+07,2.44075e+08
202.8,-2.33289e+07,2.58288e+08
202.9,2.49985e+06,2.62453e+08
203,2.87452e+07,2.56204e+08
203.1,5.43656e+07,2.39582e+08
203.2,7.83239e+07,2.13044e+08
203.3,9.96283e+07,1.77454e+08
203.4,1.17374e+08,1.34054e+08
203.5,1.30779e+08,8.4423e+07
203.6,1.39221e+08,3.04229e+07
203.7,1.42264e+08,-2.58741e+07
203.8,1.39676e+08,-8.22621e+07
203.9,1.3145e+08,-1.36487e+08
204,1.17801e+08,-1.86338e+08
204.1,9.91675e+07,-2.29731e+08
204.2,7.61944e+07,-2.64804e+08
204.3,4.9714e+07,-2.89985e+08
204.4,2.07155e+07,-3.04071e+08
204.5,-9.69164e+06,-3.06276e+08
204.6,-4.03193e+07,-2.96274e+08
204.7,-6.99466e+07,-2.74221e+08
204.8,-9.73687e+07,-2.40758e+08
204.9,-1.21444e+08,-1.96995e+08
205,-1.41144e+08,-1.44477e+08
205.1,-1.55592e+08,-8.51302e+07
205.2,-1.64105e+08,-2.11909e+07
205.3,-1.66224e+08,4.48748e+07
205.4,-1.61736e+08,1.10467e+08
205.5,-1.5069e+08,1.72952e+08
205.6,-1.33394e+08,2.29769e+08
205.7,-1.10418e+08,2.78531e+08
205.8,-8.25644e+07,3.17128e+08
205.9,-5.08517e+07,3.43811e+08
206,-1.64706e+07,3.57275e+08
206.1,1.9257e+07,3.56718e+08
206.2,5.49288e+07,3.41881e+08
206.3,8.91169e+07,3.13072e+08
206.4,1.20424e+08,2.71164e+08
206.5,1.4754e+08,2.17571e+08
206.6,1.69297e+08,1.54203e+08
206.7,1.84718e+08,8.34001e+07
206.8,1.93058e+08,7.845e+06
206.9,1.93842e+08,-6.9535e+07
207,1.86889e+08,-1.45681e+08
207.1,1.72321e+08,-2.17523e+08
207.2,1.50568e+08,-2.82101e+08
207.3,1.22358e+08,-3.36686e+08
207.4,8.86896e+07,-3.78896e+08
207.5,5.08001e+07,-4.06794e+08
207.6,1.01207e+07,-4.18978e+08
207.7,-3.17771e+07,-4.14647e+08
207.8,-7.32418e+07,-3.93643e+08
207.9,-1.12606e+08,-3.56473e+08
208,-1.48253e+08,-3.04301e+08
208.1,-1.78684e+08,-2.38914e+08
208.2,-2.02575e+08,-1.62662e+08
208.3,-2.18841e+08,-7.83791e+07
208.4,-2.26679e+08,1.0725e+07
208.5,-2.25607e+08,1.01182e+08
208.6,-2.15488e+08,1.89401e+08
208.7,-1.96548e+08,2.71808e+08
208.8,-1.69367e+08,3.44992e+08
208.9,-1.34868e+08,4.05839e+08
209,-9.42844e+07,4.51669e+08
209.1,-4.91175e+07,4.8035e+08
209.2,-1.08252e+06,4.9039e+08
209.3,4.79564e+07,4.81015e+08
209.4,9.60579e+07,4.52212e+08
209.5,1.41279e+08,4.04745e+08
209.6,1.81754e+08,3.40138e+08
209.7,2.15767e+08,2.60634e+08
209.8,2.41831e+08,1.69114e+08
209.9,2.58742e+08,6.89996e+07
210,2.65642e+08,-3.58773e+07
210.1,2.62054e+08,-1.41417e+08
210.2,2.47913e+08,-2.4341e+08
210.3,2.23572e+08,-3.37707e+08
210.4,1.89801e+08,-4.20381e+08
210.5,1.47763e+08,-4.87894e+08
210.6,9.89735e+07,-5.37242e+08
210.7,4.52493e+07,-5.66086e+08
210.8,-1.13593e+07,-5.72864e+08
210.9,-6.86457e+07,-5.56863e+08
211,-1.24332e+08,-5.18268e+08
211.1,-1.76159e+08,-4.58169e+08
211.2,-2.21976e+08,-3.78543e+08
211.3,-2.5983e+08,-2.82181e+08
211.4,-2.88048e+08,-1.72606e+08
211.5,-3.05309e+08,-5.39344e+07
211.6,-3.10702e+08,6.92677e+07
211.7,-3.03775e+08,1.92163e+08
211.8,-2.84559e+08,3.0983e+08
211.9,-2.53576e+08,4.17457e+08
212,-2.1183e+08,5.10538e+08
212.1,-1.60776e+08,5.8506e+08
212.2,-1.02271e+08,6.37669e+08
212.3,-3.85036e+07,6.65824e+08
212.4,2.80788e+07,6.67909e+08
212.5,9.48697e+07,6.43319e+08
212.6,1.59202e+08,5.92505e+08
212.7,2.18452e+08,5.16974e+08
212.8,2.7015e+08,4.19254e+08
212.9,3.12075e+08,3.02809e+08
213,3.42356e+08,1.71923e+08
213.1,3.59548e+08,3.15421e+07
213.2,3.62702e+08,-1.12908e+08
213.3,3.51411e+08,-2.55731e+08
213.4,3.25838e+08,-3.91181e+08
213.5,2.8672e+08,-5.13692e+08
213.6,2.35351e+08,-6.18107e+08
213.7,1.7354e+08,-6.99885e+08
213.8,1.03552e+08,-7.55304e+08
213.9,2.80215e+07,-7.81618e+08
214,-5.01403e+07,-7.77194e+08
214.1,-1.2786e+08,-7.41594e+08
214.2,-2.02019e+08,-6.75619e+08
214.3,-2.69581e+08,-5.81299e+08
214.4,-3.27711e+08,-4.6184e+08
214.5,-3.73895e+08,-3.21519e+08
214.6,-4.06047e+08,-1.65531e+08
214.7,-4.226e+08,198608
214.8,-4.2258e+08,1.69235e+08
214.9,-4.05657e+08,3.34882e+08
215,-3.72168e+08,4.90447e+08
215.1,-3.23124e+08,6.29505e+08
215.2,-2.60173e+08,7.46165e+08
215.3,-1.85557e+08,8.35311e+08
215.4,-1.02026e+08,8.92827e+08
215.5,-1.27429e+07,9.15781e+08
215.6,7.88352e+07,9.02562e+08
215.7,1.69091e+08,8.52977e+08
215.8,2.54389e+08,7.68281e+08
215.9,3.31217e+08,6.5116e+08
216,3.96333e+08,5.0565e+08
216.1,4.46898e+08,3.37003e+08
216.2,4.80598e+08,1.51504e+08
216.3,4.95749e+08,-4.37654e+07
216.4,4.91372e+08,-2.4119e+08
216.5,4.67253e+08,-4.32915e+08
216.6,4.23962e+08,-6.11158e+08
216.7,3.62846e+08,-7.6852e+08
216.8,2.85994e+08,-8.98288e+08
216.9,1.96165e+08,-9.94719e+08
217,9.66935e+07,-1.05329e+09
217.1,-8.63567e+06,-1.0709e+09
217.2,-1.15726e+08,-1.04603e+09
217.3,-2.20329e+08,-9.78819e+08
217.4,-3.18211e+08,-8.71111e+08
217.5,-4.05322e+08,-7.26405e+08
217.6,-4.77963e+08,-5.49748e+08
217.7,-5.32937e+08,-3.47568e+08
217.8,-5.67694e+08,-1.27442e+08
217.9,-5.80438e+08,1.02185e+08
218,-5.7022e+08,3.32316e+08
218.1,-5.36988e+08,5.53758e+08
218.2,-4.81612e+08,7.57478e+08
218.3,-4.05865e+08,9.34974e+08
218.4,-3.12367e+08,1.07862e+09
218.5,-2.04505e+08,1.18199e+09
218.6,-8.63058e+07,1.24016e+09
218.7,3.77099e+07,1.24988e+09
218.8,1.62697e+08,1.20979e+09
218.9,2.83677e+08,1.12052e+09
219,3.95729e+08,9.84638e+08
219.1,4.94193e+08,8.06654e+08
219.2,5.74858e+08,5.92844e+08
219.3,6.34142e+08,3.51044e+08
219.4,6.69247e+08,9.03659e+07
219.5,6.78283e+08,-1.7914e+08
219.6,6.60369e+08,-4.46871e+08
219.7,6.15682e+08,-7.02081e+08
219.8,5.45474e+08,-9.34312e+08
219.9,4.52043e+08,-1.13382e+09
220,3.38661e+08,-1.29196e+09
220.1,2.09466e+08,-1.40158e+09
220.2,6.93075e+07,-1.45734e+09
220.3,-7.64262e+07,-1.45591e+09
220.4,-2.22017e+08,-1.39622e+09
220.5,-3.6164e+08,-1.27949e+09
220.6,-4.89589e+08,-1.10925e+09
220.7,-6.00514e+08,-8.91226e+08
220.8,-6.89637e+08,-6.33196e+08
220.9,-7.52956e+08,-3.44678e+08
221,-7.87424e+08,-3.66018e+07
221.1,-7.91084e+08,2.791e+08
221.2,-7.63174e+08,5.89952e+08
221.3,-7.04179e+08,8.83422e+08
221.4,-6.15837e+08,1.14743e+09
221.5,-5.01094e+08,1.37081e+09
221.6,-3.64013e+08,1.54383e+09
221.7,-2.0963e+08,1.65856e+09
221.8,-4.37736e+07,1.70924e+09
221.9,1.27151e+08,1.69257e+09
222,2.96407e+08,1.60786e+09
222.1,4.57193e+08,1.45714e+09
222.2,6.02906e+08,1.24512e+09
222.3,7.27418e+08,9.79051e+08
222.4,8.25323e+08,6.68502e+08
222.5,8.92173e+08,3.25003e+08
222.6,9.24674e+08,-3.83661e+07
222.7,9.20837e+08,-4.07468e+08
222.8,8.8009e+08,-7.67654e+08
222.9,8.03325e+08,-1.10434e+09
223,6.92891e+08,-1.40358e+09
223.1,5.52533e+08,-1.65266e+09
223.2,3.87267e+08,-1.84062e+09
223.3,2.03204e+08,-1.95872e+09
223.4,7.33234e+06,-2.00083e+09
223.5,-1.9275e+08,-1.96374e+09
223.6,-3.89124e+08,-1.84737e+09
223.7,-5.73861e+08,-1.65477e+09
223.8,-7.39338e+08,-1.39213e+09
223.9,-8.78551e+08,-1.06855e+09
224,-9.85407e+08,-6.95761e+08
224.1,-1.05498e+09,-2.87683e+08
224.2,-1.08375e+09,1.40064e+08
224.3,-1.06974e+09,5.70763e+08
224.4,-1.01267e+09,9.87245e+08
224.5,-9.13944e+08,1.37257e+09
224.6,-7.76687e+08,1.71069e+09
224.7,-6.05618e+08,1.98715e+09
224.8,-4.06902e+08,2.18966e+09
224.9,-1.87936e+08,2.30863e+09
225,4.29264e+07,2.33763e+09
225.1,2.76689e+08,2.27371e+09
225.2,5.0406e+08,2.11756e+09
225.3,7.15815e+08,1.87358e+09
225.4,9.03173e+08,1.54978e+09
225.5,1.05815e+09,1.15752e+09
225.6,1.1739e+09,7.11107e+08
225.7,1.24501e+09,2.27323e+08
225.8,1.26775e+09,-2.75229e+08
225.9,1.24022e+09,-7.76823e+08
226,1.16254e+09,-1.25738e+09
226.1,1.0368e+09,-1.69724e+09
226.2,8.67079e+08,-2.07802e+09
226.3,6.59277e+08,-2.38329e+09
226.4,4.20948e+08,-2.59934e+09
226.5,1.61014e+08,-2.71573e+09
226.6,-1.10559e+08,-2.72582e+09
226.7,-3.83141e+08,-2.62708e+09
226.8,-6.45849e+08,-2.42128e+09
226.9,-8.87977e+08,-2.11452e+09
227,-1.09943e+09,-1.71704e+09
227.1,-1.27113e+09,-1.24292e+09
227.2,-1.39543e+09,-7.09612e+08
227.3,-1.46639e+09,-1.3725e+08
227.4,-1.48011e+09,4.5205e+08
227.5,-1.43491e+09,1.03505e+09
227.6,-1.3314e+09,1.58831e+09
227.7,-1.17257e+09,2.08911e+09
227.8,-9.63659e+08,2.51635e+09
227.9,-7.12023e+08,2.85149e+09
228,-4.26874e+08,3.07927e+09
228.1,-1.18947e+08,3.18843e+09
228.2,1.99896e+08,3.17224e+09
228.3,5.17121e+08,3.02884e+09
228.4,8.20005e+08,2.76142e+09
228.5,1.09615e+09,2.37819e+09
228.6,1.33397e+09,1.89216e+09
228.7,1.52318e+09,1.32073e+09
228.8,1.65526e+09,6.85047e+08
228.9,1.72376e+09,9.24403e+06
229,1.72468e+09,-6.80445e+08
229.1,1.65664e+09,-1.35671e+09
229.2,1.52097e+09,-1.99223e+09
229.3,1.32175e+09,-2.56077e+09
229.4,1.06567e+09,-3.03826e+09
229.5,7.61843e+08,-3.40376e+09
229.6,4.21467e+08,-3.64042e+09
229.7,5.74245e+07,-3.7362e+09
229.8,-3.16195e+08,-3.68444e+09
229.9,-6.8464e+08,-3.48428e+09
230,-1.03307e+09,-3.14074e+09
230.1,-1.34714e+09,-2.66469e+09
230.2,-1.61361e+09,-2.07254e+09
230.3,-1.82087e+09,-1.38565e+09
230.4,-1.95943e+09,-6.2959e+08
230.5,-2.02239e+09,1.66774e+08
230.6,-2.00571e+09,9.72394e+08
230.7,-1.90847e+09,1.75523e+09
230.8,-1.73295e+09,2.48352e+09
230.9,-1.4846e+09,3.12702e+09
231,-1.1719e+09,3.65832e+09
231.1,-8.06063e+08,4.05391e+09
231.2,-4.00671e+08,4.29526e+09
231.3,2.88547e+07,4.36962e+09
231.4,4.65817e+08,4.27069e+09
231.5,8.92886e+08,3.99895e+09
231.6,1.29278e+09,3.56182e+09
231.7,1.64896e+09,2.97347e+09
231.8,1.94631e+09,2.25441e+09
231.9,2.17175e+09,1.4308e+09
232,2.31483e+09,5.33485e+08
232.1,2.36818e+09,-4.03118e+08
232.2,2.32787e+09,-1.34233e+09
232.3,2.19363e+09,-2.24663e+09
232.4,1.96897e+09,-3.07915e+09
232.5,1.66106e+09,-3.80515e+09
232.6,1.28054e+09,-4.39347e+09
232.7,8.41194e+08,-4.81782e+09
232.8,3.59412e+08,-5.05794e+09
232.9,-1.46382e+08,-5.10055e+09
233,-6.56437e+08,-4.93999e+09
233.1,-1.15044e+09,-4.57861e+09
233.2,-1.6083e+09,-4.02686e+09
233.3,-2.01098e+09,-3.30301e+09
233.4,-2.34128e+09,-2.43255e+09
233.5,-2.58454e+09,-1.44739e+09
233.6,-2.72928e+09,-3.84627e+08
233.7,-2.76774e+09,7.14777e+08
233.8,-2.69626e+09,1.80758e+09
233.9,-2.51551e+09,2.84993e+09
234,-2.23051e+09,3.79914e+09
234.1,-1.8506e+09,4.61536e+09
234.2,-1.38906e+09,5.26329e+09
234.3,-8.62734e+08,5.71365e+09
234.4,-2.91369e+08,5.94447e+09
234.5,3.03078e+08,5.94213e+09
234.6,8.97291e+08,5.70205e+09
234.7,1.4675e+09,5.2291e+09
234.8,1.99041e+09,4.53752e+09
234.9,2.44416e+09,3.6506e+09
235,2.80922e+09,2.59993e+09
235.1,3.06921e+09,1.42424e+09
235.2,3.21164e+09,1.68074e+08
235.3,3.22844e+09,-1.11994e+09
235.4,3.11645e+09,-2.38892e+09
235.5,2.87756e+09,-3.58772e+09
235.6,2.51878e+09,-4.66699e+09
235.7,2.05209e+09,-5.58116e+09
235.8,1.49397e+09,-6.29037e+09
235.9,8.64932e+08,-6.76215e+09
236,1.88716e+08,-6.97288e+09
236.1,-5.08572e+08,-6.90891e+09
236.2,-1.19946e+09,-6.56731e+09
236.3,-1.85619e+09,-5.95617e+09
236.4,-2.45181e+09,-5.09457e+09
236.5,-2.96127e+09,-4.01196e+09
236.6,-3.36246e+09,-2.74721e+09
236.7,-3.63719e+09,-1.34728e+09
236.8,-3.77191e+09,1.34539e+08
236.9,-3.75846e+09,1.64061e+09
237,-3.5944e+09,3.11119e+09
